股票代號,股票名稱,ISIN Code,上市日,市場別,產業別,類型
8937,合騏,TW0008937004,2002/10/29,上櫃,其他業,股票
8938,明安,TW0008938002,2002/12/02,上櫃,其他業,股票
8941,關中,TW0008941006,2003/01/20,上櫃,貿易百貨業,股票
8942,森鉅,TW0008942004,2003/05/16,上櫃,其他業,股票
9949,琉園,TW0009949008,2003/11/21,上櫃,文化創意業,股票
9950,萬國通,TW0009950006,2004/02/17,上櫃,塑膠工業,股票
9951,皇田,TW0009951004,2003/12/18,上櫃,電機機械,股票
9960,邁達康,TW0009960005,2004/12/06,上櫃,貿易百貨業,股票
9962,有益,TW0009962001,2006/07/10,上櫃,鋼鐵工業,股票
4129A,聯合甲特,TW0004129A08,2019/11/29,上櫃,,特別股
8349A,恒耀甲特,TW0008349A03,2020/02/24,上櫃,,特別股
8916A,光隆甲特,TW0008916A06,2019/01/29,上櫃,其他業,特別股
911613,特藝-DR,TW0009116137,2011/02/25,上櫃,,臺灣存託憑證(TDR)
01014S,93中信貸a,TW00001014S3,2004/08/10,上櫃,,受益證券-資產基礎證券
01015S,93中信貸b,TW00001015S0,2004/08/10,上櫃,,受益證券-資產基礎證券
01016S,93中信貸c,TW00001016S8,2004/08/10,上櫃,,受益證券-資產基礎證券
01017S,93中信貸d,TW00001017S6,2004/08/10,上櫃,,受益證券-資產基礎證券
01107S,031中租賃A,TW00001107S5,2014/07/24,上櫃,,受益證券-資產基礎證券
01108S,031中租賃B,TW00001108S3,2014/07/24,上櫃,,受益證券-資產基礎證券
01109S,051中租賃A,TW00001109S1,2016/08/24,上櫃,,受益證券-資產基礎證券
01110S,051中租賃B,TW00001110S9,2016/08/24,上櫃,,受益證券-資產基礎證券
