股票代號,股票名稱,ISIN Code,上市日,市場別,產業別,類型
3033,威健,TW0003033007,2002/08/26,上市,電子通路業,股票
3034,聯詠,TW0003034005,2002/08/26,上市,半導體業,股票
3035,智原,TW0003035002,2002/08/26,上市,半導體業,股票
3036,文曄,TW0003036000,2002/08/26,上市,電子通路業,股票
3036A,文曄甲特,TW0003036A02,2020/10/20,上市,,特別股
3037,欣興,TW0003037008,2002/08/26,上市,電子零組件業,股票
3038,全台,TW0003038006,2002/08/26,上市,光電業,股票
3040,遠見,TW0003040002,2002/08/26,上市,其他業,股票
3041,揚智,TW0003041000,2002/08/26,上市,半導體業,股票
3042,晶技,TW0003042008,2002/08/26,上市,電子零組件業,股票
3043,科風,TW0003043006,2002/08/26,上市,其他電子業,股票
3044,健鼎,TW0003044004,2002/08/26,上市,電子零組件業,股票
3045,台灣大,TW0003045001,2002/08/26,上市,通信網路業,股票
3046,建碁,TW0003046009,2002/08/26,上市,電腦及週邊設備業,股票
3047,訊舟,TW0003047007,2002/08/26,上市,通信網路業,股票
3048,益登,TW0003048005,2002/10/01,上市,電子通路業,股票
3049,和鑫,TW0003049003,2002/09/27,上市,光電業,股票
3050,鈺德,TW0003050001,2002/10/29,上市,光電業,股票
3051,力特,TW0003051009,2002/10/28,上市,光電業,股票
3052,夆典,TW0003052007,1995/11/25,上市,建材營造業,股票
3054,立萬利,TW0003054003,2002/11/18,上市,半導體業,股票
3055,蔚華科,TW0003055000,2002/12/12,上市,電子通路業,股票
3056,總太,TW0003056008,2003/03/03,上市,建材營造業,股票
3057,喬鼎,TW0003057006,2002/12/18,上市,電腦及週邊設備業,股票
3058,立德,TW0003058004,2002/12/09,上市,電子零組件業,股票
3059,華晶科,TW0003059002,2002/12/24,上市,光電業,股票
3060,銘異,TW0003060000,2003/04/21,上市,電腦及週邊設備業,股票
3062,建漢,TW0003062006,2003/07/28,上市,通信網路業,股票
3064,泰偉,TW0003064002,2004/06/09,上櫃,文化創意業,股票
3066,李洲,TW0003066007,2004/12/02,上櫃,光電業,股票
3067,全域,TW0003067005,2003/10/21,上櫃,其他電子業,股票
3071,協禧,TW0003071007,2004/12/30,上櫃,電腦及週邊設備業,股票
3073,天方能源,TW0003073003,2007/10/08,上櫃,半導體業,股票
3078,僑威,TW0003078002,2005/01/31,上櫃,電子零組件業,股票
3081,聯亞,TW0003081006,2015/07/22,上櫃,通信網路業,股票
3083,網龍,TW0003083002,2003/12/02,上櫃,文化創意業,股票
3085,新零售,TW0003085007,2004/03/01,上櫃,電子商務,股票
3086,華義,TW0003086005,2004/03/29,上櫃,文化創意業,股票
3088,艾訊,TW0003088001,2005/04/28,上櫃,電腦及週邊設備業,股票
3089,元炬,TW0003089009,2003/10/14,上櫃,電子零組件業,股票
3090,日電貿,TW0003090007,2007/12/31,上市,電子零組件業,股票
3092,鴻碩,TW0003092003,2010/05/11,上櫃,電子零組件業,股票
3093,港建,TW0003093001,2005/06/17,上櫃,其他電子業,股票
3094,聯傑,TW0003094009,2007/08/06,上市,半導體業,股票
3095,及成,TW0003095006,2005/05/26,上櫃,通信網路業,股票
3105,穩懋,TW0003105003,2011/12/13,上櫃,半導體業,股票
3114,好德,TW0003114005,2004/03/25,上櫃,電子零組件業,股票
3115,寶島極,TW0003115002,2005/04/08,上櫃,電子零組件業,股票
3118,進階,TW0003118006,2008/05/21,上櫃,生技醫療業,股票
3122,笙泉,TW0003122008,2015/01/26,上櫃,半導體業,股票
3128,昇銳,TW0003128005,2006/09/04,上櫃,光電業,股票
3130,一零四,TW0003130001,2006/02/17,上市,資訊服務業,股票
3131,弘塑,TW0003131009,2011/01/17,上櫃,其他電子業,股票
3138,耀登,TW0003138004,2020/12/11,上市,通信網路業,股票
3141,晶宏,TW0003141008,2014/03/14,上櫃,半導體業,股票
3144,新揚科,TW0003144002,2004/12/24,上櫃,電子零組件業,股票
3147,大綜,TW0003147005,2018/05/29,上櫃,資訊服務業,股票
3149,正達,TW0003149001,2011/11/23,上市,光電業,股票
3152,璟德,TW0003152005,2008/03/24,上櫃,通信網路業,股票
3162,精確,TW0003162004,2005/10/03,上櫃,電機機械,股票
3163,波若威,TW0003163002,2012/12/03,上櫃,通信網路業,股票
3164,景岳,TW0003164000,2010/03/22,上市,生技醫療業,股票
3167,大量,TW0003167003,2013/10/21,上市,電機機械,股票
3169,亞信,TW0003169009,2009/11/24,上櫃,半導體業,股票
3171,新洲,TW0003171005,2004/09/17,上櫃,貿易百貨業,股票
3176,基亞,TW0003176004,2011/11/23,上櫃,生技醫療業,股票
3178,公準,TW0003178000,2018/11/19,上櫃,電機機械,股票
3188,鑫龍騰,TW0003188009,2004/03/17,上櫃,建材營造業,股票
3189,景碩,TW0003189007,2004/11/01,上市,半導體業,股票
3191,和進,TW0003191003,2005/04/12,上櫃,電子零組件業,股票
3202,樺晟,TW0003202008,2005/07/26,上櫃,電子零組件業,股票
3205,佰研,TW0003205001,2005/09/12,上櫃,生技醫療業,股票
3206,志豐,TW0003206009,2007/02/08,上櫃,電子零組件業,股票
3207,耀勝,TW0003207007,2004/11/04,上櫃,電子零組件業,股票
3209,全科,TW0003209003,2008/11/26,上市,電子通路業,股票
3211,順達,TW0003211009,2004/11/08,上櫃,電腦及週邊設備業,股票
3213,茂訊,TW0003213005,2004/10/01,上櫃,電腦及週邊設備業,股票
3217,優群,TW0003217006,2004/04/30,上櫃,電子零組件業,股票
3218,大學光,TW0003218004,2004/11/29,上櫃,生技醫療業,股票
3219,倚強股份,TW0003219002,2004/03/19,上櫃,半導體業,股票
3221,台嘉碩,TW0003221008,2006/02/22,上櫃,通信網路業,股票
3224,三顧,TW0003224002,2004/06/03,上櫃,電子通路業,股票
3226,至寶電,TW0003226007,2004/06/16,上櫃,電機機械,股票
3227,原相,TW0003227005,2006/05/04,上櫃,半導體業,股票
3228,金麗科,TW0003228003,2005/03/02,上櫃,半導體業,股票
3229,晟鈦,TW0003229001,2009/12/31,上市,電子零組件業,股票
3230,錦明,TW0003230009,2006/09/25,上櫃,光電業,股票
3231,緯創,TW0003231007,2003/08/19,上市,電腦及週邊設備業,股票
3232,昱捷,TW0003232005,2004/11/01,上櫃,電子通路業,股票
3234,光環,TW0003234001,2011/03/24,上櫃,通信網路業,股票
3236,千如,TW0003236006,2004/12/02,上櫃,電子零組件業,股票
3252,海灣,TW0003252003,2004/09/23,上櫃,觀光事業,股票
3257,虹冠電,TW0003257002,2011/03/21,上市,半導體業,股票
3259,鑫創,TW0003259008,2007/12/24,上櫃,半導體業,股票
3260,威剛,TW0003260006,2004/10/08,上櫃,半導體業,股票
3264,欣銓,TW0003264008,2005/01/05,上櫃,半導體業,股票
3265,台星科,TW0003265005,2005/08/02,上櫃,半導體業,股票
3266,昇陽,TW0003266003,2014/12/24,上市,建材營造業,股票
3268,海德威,TW0003268009,2005/01/27,上櫃,半導體業,股票
3272,東碩,TW0003272001,2014/08/26,上櫃,電腦及週邊設備業,股票
3276,宇環,TW0003276002,2005/01/12,上櫃,電子零組件業,股票
3284,太普高,TW0003284006,2005/03/22,上櫃,其他業,股票
3285,微端,TW0003285003,2012/07/23,上櫃,其他電子業,股票
3287,廣寰科,TW0003287009,2008/01/28,上櫃,電腦及週邊設備業,股票
3288,點晶,TW0003288007,2005/04/15,上櫃,電子零組件業,股票
3289,宜特,TW0003289005,2004/12/28,上櫃,其他電子業,股票
3290,東浦,TW0003290003,2005/05/19,上櫃,電子零組件業,股票
3293,鈊象,TW0003293007,2006/07/12,上櫃,文化創意業,股票
3294,英濟,TW0003294005,2007/04/27,上櫃,電子零組件業,股票
3296,勝德,TW0003296000,2007/12/31,上市,電子零組件業,股票
3297,杭特,TW0003297008,2005/06/07,上櫃,光電業,股票
3303,岱稜,TW0003303004,2007/05/28,上櫃,其他電子業,股票
3305,昇貿,TW0003305009,2008/07/10,上市,其他電子業,股票
3306,鼎天,TW0003306007,2005/07/05,上櫃,通信網路業,股票
3308,聯德,TW0003308003,2008/03/12,上市,電子零組件業,股票
3310,佳穎,TW0003310009,2008/06/27,上櫃,電子零組件業,股票
3311,閎暉,TW0003311007,2004/03/08,上市,通信網路業,股票
3312,弘憶股,TW0003312005,2010/12/29,上市,電子通路業,股票
3313,斐成,TW0003313003,2006/05/29,上櫃,電子零組件業,股票
3317,尼克森,TW0003317004,2007/08/09,上櫃,半導體業,股票
3321,同泰,TW0003321006,2015/12/15,上市,電子零組件業,股票
3322,建舜電,TW0003322004,2009/05/20,上櫃,電子零組件業,股票
3323,加百裕,TW0003323002,2007/06/25,上櫃,電腦及週邊設備業,股票
3324,雙鴻,TW0003324000,2005/05/13,上櫃,其他電子業,股票
3325,旭品,TW0003325007,2005/08/15,上櫃,電腦及週邊設備業,股票
3332,幸康,TW0003332003,2008/01/24,上櫃,電子零組件業,股票
3338,泰碩,TW0003338000,2013/12/13,上市,電子零組件業,股票
3339,泰谷,TW0003339008,2006/06/27,上櫃,光電業,股票
3346,麗清,TW0003346003,2016/12/19,上市,汽車工業,股票
3354,律勝,TW0003354007,2005/12/08,上櫃,電子零組件業,股票
3356,奇偶,TW0003356002,2005/03/28,上市,光電業,股票
3357,臺慶科,TW0003357000,2021/04/27,上櫃,電子零組件業,股票
3360,尚立,TW0003360004,2006/06/06,上櫃,電子通路業,股票
3362,先進光,TW0003362000,2005/09/06,上櫃,光電業,股票
3363,上詮,TW0003363008,2011/02/25,上櫃,通信網路業,股票
3372,典範,TW0003372009,2005/12/16,上櫃,半導體業,股票
3373,熱映,TW0003373007,2007/12/13,上櫃,其他電子業,股票
3374,精材,TW0003374005,2015/03/30,上櫃,半導體業,股票
3376,新日興,TW0003376000,2007/12/31,上市,電子零組件業,股票
3379,彬台,TW0003379004,2011/10/20,上櫃,電機機械,股票
3380,明泰,TW0003380002,2004/12/20,上市,通信網路業,股票
3383,新世紀,TW0003383006,2007/12/10,上市,光電業,股票
3388,崇越電,TW0003388005,2006/02/22,上櫃,電子零組件業,股票
3390,旭軟,TW0003390001,2006/02/22,上櫃,電子零組件業,股票
3402,漢科,TW0003402004,2007/01/09,上櫃,其他電子業,股票
3406,玉晶光,TW0003406005,2005/12/20,上市,光電業,股票
3413,京鼎,TW0003413001,2015/07/28,上市,半導體業,股票
3416,融程電,TW0003416004,2015/01/23,上市,電腦及週邊設備業,股票
3419,譁裕,TW0003419008,2008/01/21,上市,通信網路業,股票
3426,台興,TW0003426003,2016/12/21,上櫃,電機機械,股票
3432,台端,TW0003432001,2010/12/30,上市,電子零組件業,股票
3434,哲固,TW0003434007,2008/01/28,上櫃,光電業,股票
3437,榮創,TW0003437000,2014/07/09,上市,光電業,股票
3438,類比科,TW0003438008,2006/07/19,上櫃,半導體業,股票
3441,聯一光,TW0003441002,2010/10/04,上櫃,光電業,股票
3443,創意,TW0003443008,2006/11/03,上市,半導體業,股票
3444,利機,TW0003444006,2008/09/26,上櫃,電子通路業,股票
3450,聯鈞,TW0003450003,2006/04/12,上市,其他電子業,股票
3454,晶睿,TW0003454005,2011/07/22,上市,光電業,股票
3455,由田,TW0003455002,2007/12/27,上櫃,光電業,股票
3465,進泰電子,TW0003465001,2008/01/28,上櫃,電子零組件業,股票
3466,致振,TW0003466009,2006/05/17,上櫃,通信網路業,股票
3479,安勤,TW0003479002,2010/06/08,上櫃,電腦及週邊設備業,股票
3481,群創,TW0003481008,2006/10/24,上市,光電業,股票
3483,力致,TW0003483004,2006/12/18,上櫃,電腦及週邊設備業,股票
3484,崧騰,TW0003484002,2007/11/09,上櫃,電子零組件業,股票
3489,森寶,TW0003489001,2007/09/29,上櫃,建材營造業,股票
3490,單井,TW0003490009,2007/10/15,上櫃,光電業,股票
3491,昇達科,TW0003491007,2008/01/03,上櫃,通信網路業,股票
3492,長盛,TW0003492005,2015/05/18,上櫃,電子零組件業,股票
3494,誠研,TW0003494001,2007/12/13,上市,電腦及週邊設備業,股票
3498,陽程,TW0003498002,2007/09/11,上櫃,其他電子業,股票
3499,環天科,TW0003499000,2006/10/19,上櫃,通信網路業,股票
3501,維熹,TW0003501003,2007/09/20,上市,電子零組件業,股票
3504,揚明光,TW0003504007,2007/01/26,上市,光電業,股票
3508,位速,TW0003508008,2007/10/17,上櫃,其他電子業,股票
3511,矽瑪,TW0003511002,2009/02/16,上櫃,電子零組件業,股票
3512,皇龍,TW0003512000,2007/07/25,上櫃,電子零組件業,股票
3515,華擎,TW0003515003,2007/11/08,上市,電腦及週邊設備業,股票
3516,亞帝歐,TW0003516001,2007/11/29,上櫃,光電業,股票
3518,柏騰,TW0003518007,2007/11/28,上市,其他電子業,股票
3520,華盈,TW0003520003,2007/10/12,上櫃,電子零組件業,股票
3521,鴻翊,TW0003521001,2007/08/07,上櫃,電腦及週邊設備業,股票
3522,御頂,TW0003522009,2007/10/15,上櫃,觀光事業,股票
3523,迎輝,TW0003523007,2007/11/16,上櫃,光電業,股票
3526,凡甲,TW0003526000,2007/11/02,上櫃,電子零組件業,股票
3527,聚積,TW0003527008,2007/10/29,上櫃,半導體業,股票
3528,安馳,TW0003528006,2016/05/18,上市,電子通路業,股票
3529,力旺,TW0003529004,2011/01/24,上櫃,半導體業,股票
3530,晶相光,TW0003530002,2018/07/16,上市,半導體業,股票
3531,先益,TW0003531000,2008/04/08,上櫃,光電業,股票
3532,台勝科,TW0003532008,2007/12/10,上市,半導體業,股票
3533,嘉澤,TW0003533006,2007/12/10,上市,電子零組件業,股票
3535,晶彩科,TW0003535001,2008/01/31,上市,光電業,股票
3536,誠創,TW0003536009,2008/04/30,上市,半導體業,股票
3537,堡達,TW0003537007,2010/01/25,上櫃,電子零組件業,股票
3540,曜越,TW0003540001,2007/12/12,上櫃,電腦及週邊設備業,股票
3541,西柏,TW0003541009,2009/12/22,上櫃,其他電子業,股票
3543,州巧,TW0003543005,2020/04/15,上市,光電業,股票
3545,敦泰,TW0003545000,2007/07/03,上市,半導體業,股票
3546,宇峻,TW0003546008,2008/04/18,上櫃,文化創意業,股票
3548,兆利,TW0003548004,2008/03/27,上櫃,電子零組件業,股票
3550,聯穎,TW0003550000,2010/11/10,上市,電子零組件業,股票
3551,世禾,TW0003551008,2008/04/15,上櫃,其他電子業,股票
3552,同致,TW0003552006,2009/01/07,上櫃,其他電子業,股票
3555,重鵬,TW0003555009,2011/11/08,上櫃,半導體業,股票
3556,禾瑞亞,TW0003556007,2008/04/15,上櫃,半導體業,股票
3557,嘉威,TW0003557005,2008/02/27,上市,其他業,股票
3558,神準,TW0003558003,2013/12/30,上櫃,通信網路業,股票
3563,牧德,TW0003563003,2019/04/02,上市,光電業,股票
3564,其陽,TW0003564001,2013/12/03,上櫃,通信網路業,股票
3567,逸昌,TW0003567004,2010/11/22,上櫃,半導體業,股票
3570,大塚,TW0003570008,2008/10/23,上櫃,資訊服務業,股票
3576,聯合再生,TW0003576005,2009/01/12,上市,光電業,股票
3577,泓格,TW0003577003,2009/01/06,上櫃,電腦及週邊設備業,股票
3580,友威科,TW0003580007,2010/07/09,上櫃,其他電子業,股票
3581,博磊,TW0003581005,2015/01/20,上櫃,半導體業,股票
3583,辛耘,TW0003583001,2013/03/12,上市,半導體業,股票
3587,閎康,TW0003587002,2009/08/18,上櫃,其他電子業,股票
3588,通嘉,TW0003588000,2009/08/14,上市,半導體業,股票
3591,艾笛森,TW0003591004,2010/11/12,上市,光電業,股票
3593,力銘,TW0003593000,2009/03/16,上市,電子零組件業,股票
3594,磐儀,TW0003594008,2013/05/07,上櫃,電腦及週邊設備業,股票
3596,智易,TW0003596003,2009/03/11,上市,通信網路業,股票
3597,映興,TW0003597001,2020/03/09,上櫃,電子零組件業,股票
3605,宏致,TW0003605002,2009/03/26,上市,電子零組件業,股票
3607,谷崧,TW0003607008,2009/10/28,上市,電子零組件業,股票
3609,東林,TW0003609004,2011/01/11,上櫃,電子零組件業,股票
3611,鼎翰,TW0003611000,2008/11/26,上櫃,電腦及週邊設備業,股票
3615,安可,TW0003615001,2009/04/15,上櫃,光電業,股票
3617,碩天,TW0003617007,2009/12/23,上市,其他電子業,股票
3622,洋華,TW0003622007,2009/03/25,上市,光電業,股票
3623,富晶通,TW0003623005,2010/04/28,上櫃,光電業,股票
3624,光頡,TW0003624003,2011/03/16,上櫃,電子零組件業,股票
3625,西勝,TW0003625000,2009/10/28,上櫃,電腦及週邊設備業,股票
3628,盈正,TW0003628004,2010/09/09,上櫃,其他電子業,股票
3629,地心引力,TW0003629002,2020/06/01,上櫃,文化創意業,股票
3630,新鉅科,TW0003630000,2010/04/26,上櫃,光電業,股票
3631,晟楠,TW0003631008,2010/12/20,上櫃,電子零組件業,股票
3632,研勤,TW0003632006,2011/01/11,上櫃,通信網路業,股票
3642,駿熠電,TW0003642005,2011/09/29,上櫃,其他電子業,股票
3645,達邁,TW0003645008,2011/10/05,上市,電子零組件業,股票
3646,艾恩特,TW0003646006,2012/03/27,上櫃,電子零組件業,股票
3652,精聯,TW0003652004,2009/08/27,上櫃,電腦及週邊設備業,股票
3653,健策,TW0003653002,2009/11/18,上市,電子零組件業,股票
3661,世芯-KY,KYG022421088,2014/10/28,上市,半導體業,股票
3663,鑫科,TW0003663001,2012/11/20,上櫃,其他電子業,股票
3664,安瑞-KY,KYG0550W1069,2010/06/24,上櫃,通信網路業,股票
3665,貿聯-KY,KYG114741062,2011/04/21,上市,其他電子業,股票
3666,光耀,TW0003666004,2014/12/04,上櫃,光電業,股票
3669,圓展,TW0003669008,2011/08/25,上市,光電業,股票
3672,康聯訊,TW0003672002,2015/04/20,上櫃,通信網路業,股票
3673,TPK-KY,KYG898431096,2010/10/29,上市,光電業,股票
3675,德微,TW0003675005,2012/06/29,上櫃,半導體業,股票
3679,新至陞,TW0003679007,2011/10/05,上市,電子零組件業,股票
3680,家登,TW0003680005,2011/08/31,上櫃,半導體業,股票
3682,亞太電,TW0003682001,2013/08/05,上市,通信網路業,股票
3684,榮昌,TW0003684007,2014/03/28,上櫃,通信網路業,股票
3685,元創精密,TW0003685004,2010/12/08,上櫃,光電業,股票
3686,達能,TW0003686002,2010/07/20,上市,半導體業,股票
3687,歐買尬,TW0003687000,2020/06/01,上櫃,電子商務,股票
3689,湧德,TW0003689006,2012/10/18,上櫃,電子零組件業,股票
3691,碩禾,TW0003691002,2010/11/18,上櫃,光電業,股票
3693,營邦,TW0003693008,2013/11/27,上櫃,電腦及週邊設備業,股票
3694,海華,TW0003694006,2011/05/03,上市,通信網路業,股票
3701,大眾控,TW0003701009,2004/08/30,上市,電腦及週邊設備業,股票
3702,大聯大,TW0003702007,2005/11/09,上市,電子通路業,股票
3702A,大聯大甲特,TW0003702A05,2019/11/01,上市,電子通路業,特別股
3703,欣陸,TW0003703005,2010/04/08,上市,建材營造業,股票
3704,合勤控,TW0003704003,2010/08/16,上市,通信網路業,股票
3705,永信,TW0003705000,2011/01/03,上市,生技醫療業,股票
3706,神達,TW0003706008,2013/09/12,上市,電腦及週邊設備業,股票
3707,漢磊,TW0003707006,2014/10/01,上櫃,半導體業,股票
3708,上緯投控,TW0003708004,2016/08/31,上市,化學工業,股票
3709,鑫聯大投控,TW0003709002,1999/04/16,上櫃,電腦及週邊設備業,股票
3710,連展投控,TW0003710000,2017/12/29,上櫃,電子零組件業,股票
3711,日月光投控,TW0003711008,2018/04/30,上市,半導體業,股票
3712,永崴投控,TW0003712006,2018/10/01,上市,電腦及週邊設備業,股票
3713,新晶投控,TW0003713004,2020/02/27,上櫃,光電業,股票
3714,富采,TW0003714002,2021/01/06,上市,光電業,股票
4102,永日,TW0004102009,2001/03/20,上櫃,生技醫療業,股票
4104,佳醫,TW0004104005,2007/12/31,上市,生技醫療業,股票
4105,東洋,TW0004105002,2001/09/27,上櫃,生技醫療業,股票
4106,雃博,TW0004106000,2004/11/08,上市,生技醫療業,股票
4107,邦特,TW0004107008,2002/03/04,上櫃,生技醫療業,股票
4108,懷特,TW0004108006,2008/07/16,上市,生技醫療業,股票
4109,加捷生醫,TW0004109004,2002/08/08,上櫃,生技醫療業,股票
4111,濟生,TW0004111000,1999/03/06,上櫃,生技醫療業,股票
4113,聯上,TW0004113006,2003/07/22,上櫃,建材營造業,股票
4114,健喬,TW0004114004,2003/05/12,上櫃,生技醫療業,股票
4116,明基醫,TW0004116009,2015/12/16,上櫃,生技醫療業,股票
4119,旭富,TW0004119003,2004/01/07,上市,生技醫療業,股票
4120,友華,TW0004120001,2003/11/05,上櫃,生技醫療業,股票
4121,優盛,TW0004121009,2003/07/25,上櫃,生技醫療業,股票
4123,晟德,TW0004123005,2003/10/07,上櫃,生技醫療業,股票
4126,太醫,TW0004126008,2004/02/09,上櫃,生技醫療業,股票
4127,天良,TW0004127006,2005/07/29,上櫃,生技醫療業,股票
4128,中天,TW0004128004,2006/06/09,上櫃,生技醫療業,股票
4129,聯合,TW0004129002,2004/09/29,上櫃,生技醫療業,股票
4129A,聯合甲特,TW0004129A08,2019/11/29,上櫃,,特別股
4130,健亞,TW0004130000,2012/01/12,上櫃,生技醫療業,股票
4131,晶宇,TW0004131008,2004/04/09,上櫃,生技醫療業,股票
4133,亞諾法,TW0004133004,2009/12/28,上市,生技醫療業,股票
4137,麗豐-KY,KYG211641017,2013/11/27,上市,生技醫療業,股票
4138,曜亞,TW0004138003,2010/12/29,上櫃,生技醫療業,股票
4139,馬光-KY,KYG5831M1087,2011/04/29,上櫃,生技醫療業,股票
4141,龍燈-KY,KYG7644E1098,2012/04/25,上市,生技醫療業,股票
4142,國光生,TW0004142005,2012/05/03,上市,生技醫療業,股票
4147,中裕,TW0004147004,2015/11/23,上櫃,生技醫療業,股票
4148,全宇生技-KY,KYG0232P1072,2017/06/08,上市,生技醫療業,股票
4152,台微體,TW0004152004,2012/12/21,上櫃,生技醫療業,股票
4153,鈺緯,TW0004153002,2013/05/23,上櫃,生技醫療業,股票
4154,康樂-KY,KYG527551082,2011/12/28,上櫃,生技醫療業,股票
4155,訊映,TW0004155007,2017/12/05,上市,生技醫療業,股票
4157,太景*-KY,KYG866171005,2013/08/30,上櫃,生技醫療業,股票
4160,創源,TW0004160007,2012/09/17,上櫃,生技醫療業,股票
4161,聿新科,TW0004161005,2013/06/26,上櫃,生技醫療業,股票
4162,智擎,TW0004162003,2012/09/18,上櫃,生技醫療業,股票
4163,鐿鈦,TW0004163001,2012/11/15,上櫃,生技醫療業,股票
4164,承業醫,TW0004164009,2012/10/24,上市,生技醫療業,股票
4167,松瑞藥,TW0004167002,2015/09/08,上櫃,生技醫療業,股票
4168,醣聯,TW0004168000,2012/12/18,上櫃,生技醫療業,股票
4171,瑞基,TW0004171004,2018/03/28,上櫃,農業科技業,股票
4173,久裕,TW0004173000,2013/10/31,上櫃,生技醫療業,股票
4174,浩鼎,TW0004174008,2015/03/23,上櫃,生技醫療業,股票
4175,杏一,TW0004175005,2014/04/23,上櫃,生技醫療業,股票
4183,福永生技,TW0004183009,2017/03/09,上櫃,生技醫療業,股票
4188,安克,TW0004188008,2015/03/24,上櫃,生技醫療業,股票
4190,佐登-KY,KYG518761039,2015/10/21,上市,生技醫療業,股票
4192,杏國,TW0004192000,2014/10/28,上櫃,生技醫療業,股票
4198,欣大健康,TW0004198007,2014/12/23,上櫃,生技醫療業,股票
4205,中華食,TW0004205000,1999/01/31,上櫃,食品工業,股票
4207,環泰,TW0004207006,2000/01/21,上櫃,食品工業,股票
4303,信立,TW0004303003,1999/03/10,上櫃,塑膠工業,股票
4304,勝昱,TW0004304001,2000/01/27,上櫃,塑膠工業,股票
4305,世坤,TW0004305008,2000/09/28,上櫃,塑膠工業,股票
4306,炎洲,TW0004306006,2008/01/21,上市,塑膠工業,股票
4401,東隆興,TW0004401005,1996/05/09,上櫃,紡織纖維,股票
4402,福大,TW0004402003,1997/07/23,上櫃,紡織纖維,股票
4406,新昕纖,TW0004406004,1999/01/14,上櫃,紡織纖維,股票
4413,飛寶企業,TW0004413000,1999/07/29,上櫃,紡織纖維,股票
4414,如興,TW0004414008,2004/09/06,上市,紡織纖維,股票
4416,三圓,TW0004416003,2000/05/06,上櫃,建材營造業,股票
4417,金洲,TW0004417001,2000/11/07,上櫃,紡織纖維,股票
4419,元勝,TW0004419007,2001/06/26,上櫃,紡織纖維,股票
4420,光明,TW0004420005,2002/04/18,上櫃,紡織纖維,股票
4426,利勤,TW0004426002,2011/12/16,上市,紡織纖維,股票
4429,聚紡,TW0004429006,2010/09/15,上櫃,紡織纖維,股票
4430,耀億,TW0004430004,2011/06/09,上櫃,其他業,股票
4432,銘旺實,TW0004432000,2012/11/26,上櫃,紡織纖維,股票
4433,興采,TW0004433008,2014/11/03,上櫃,紡織纖維,股票
4438,廣越,TW0004438007,2016/10/18,上市,紡織纖維,股票
4439,冠星-KY,KYG9114F1037,2019/12/05,上市,紡織纖維,股票
4502,健信,TW0004502000,1995/12/12,上櫃,電機機械,股票
4503,金雨,TW0004503008,1996/12/19,上櫃,電機機械,股票
4506,崇友,TW0004506001,1997/12/06,上櫃,電機機械,股票
4510,高鋒,TW0004510003,1998/02/24,上櫃,電機機械,股票
4513,福裕,TW0004513007,1998/03/25,上櫃,電機機械,股票
4523,永彰,TW0004523006,1999/11/22,上櫃,電機機械,股票
4526,東台,TW0004526009,2003/09/15,上市,電機機械,股票
4527,方土霖,TW0004527007,2000/09/28,上櫃,電機機械,股票
4528,江興鍛,TW0004528005,2001/02/12,上櫃,電機機械,股票
4529,淳紳,TW0004529003,2001/05/04,上櫃,其他業,股票
4530,宏易,TW0004530001,2001/04/30,上櫃,電機機械,股票
4532,瑞智,TW0004532007,2003/08/04,上市,電機機械,股票
4533,協易機,TW0004533005,2002/04/26,上櫃,電機機械,股票
4534,慶騰,TW0004534003,2003/03/31,上櫃,電機機械,股票
4535,至興,TW0004535000,2003/04/16,上櫃,電機機械,股票
4536,拓凱,TW0004536008,2013/10/09,上市,其他業,股票
4538,大詠城,TW0004538004,2019/01/15,上櫃,電機機械,股票
4540,全球傳動,TW0004540000,2018/08/15,上市,電機機械,股票
4541,晟田,TW0004541008,2014/07/22,上櫃,其他業,股票
4542,科嶠,TW0004542006,2014/08/25,上櫃,電子零組件業,股票
4543,萬在,TW0004543004,2016/03/15,上櫃,電機機械,股票
4545,銘鈺,TW0004545009,2016/01/06,上市,電子零組件業,股票
4549,桓達,TW0004549001,2014/11/27,上櫃,電機機械,股票
4550,長佳,TW0004550009,2015/03/18,上櫃,電機機械,股票
4551,智伸科,TW0004551007,2015/08/10,上市,汽車工業,股票
4552,力達-KY,KYG5479W1033,2016/07/20,上市,電機機械,股票
4554,橙的,TW0004554001,2016/08/05,上櫃,其他電子業,股票
4555,氣立,TW0004555008,2015/10/27,上市,電機機械,股票
4556,旭然,TW0004556006,2015/12/22,上櫃,其他業,股票
4557,永新-KY,KYG988461011,2015/10/12,上市,汽車工業,股票
4560,強信-KY,KYG853531039,2017/05/26,上市,電機機械,股票
4561,健椿,TW0004561006,2018/06/11,上櫃,電機機械,股票
4562,穎漢,TW0004562004,2017/08/21,上市,電機機械,股票
4563,百德,TW0004563002,2018/07/12,上櫃,電機機械,股票
4564,元翎,TW0004564000,2019/03/07,上市,電機機械,股票
4566,時碩工業,TW0004566005,2018/02/05,上市,電機機械,股票
4568,科際精密,TW0004568001,2018/10/03,上櫃,電機機械,股票
4571,鈞興-KY,KYG5258M1024,2019/09/17,上市,電機機械,股票
4572,駐龍,TW0004572003,2019/09/10,上市,電機機械,股票
4576,大銀微系統,TW0004576004,2019/09/04,上市,電機機械,股票
4580,捷流閥業,TW0004580006,2020/01/06,上櫃,電機機械,股票
4581,光隆精密-KY,KYG977291007,2020/03/09,上市,汽車工業,股票
4609,唐鋒,TW0004609003,2000/05/19,上櫃,電器電纜,股票
4702,中美實,TW0004702006,1995/04/21,上櫃,化學工業,股票
